"","X.5376B385.492D.34C1.E053.6B04A8C09FF6.","X127000","X2017.05.12.00.00","DE21.4ND","S","N","F","X44","X","RUPERT.ROAD","CHADDESDEN","DERBY","CITY.OF.DERBY","CITY.OF.DERBY.1","A","A.1"
"878","{5376B385-5CDD-34C1-E053-6B04A8C09FF6}",320000,"2017-05-12 00:00","SS9 4RS","S","N","F","70","","EASTWOOD OLD ROAD","","LEIGH-ON-SEA","SOUTHEND-ON-SEA","SOUTHEND-ON-SEA","A","A"
"879","{5376B385-5CDF-34C1-E053-6B04A8C09FF6}",385000,"2017-06-02 00:00","CM15 0LX","S","N","F","107","","THE GARDENS","DODDINGHURST","BRENTWOOD","BRENTWOOD","ESSEX","A","A"
"880","{5376B385-5CE0-34C1-E053-6B04A8C09FF6}",258000,"2017-05-31 00:00","SS8 0HS","S","N","F","11","","LAVENDER MEWS","","CANVEY ISLAND","CASTLE POINT","ESSEX","A","A"
"881","{5376B385-5CE1-34C1-E053-6B04A8C09FF6}",450000,"2017-05-21 00:00","CM7 4BP","D","N","F","HOPE HILL HOUSE","","SILVER STREET","WETHERSFIELD","BRAINTREE","BRAINTREE","ESSEX","A","A"
"882","{5376B385-5CE2-34C1-E053-6B04A8C09FF6}",145000,"2017-06-02 00:00","SS17 0JR","F","N","L","CONRAD COURT","FLAT 24","BUTTS ROAD","","STANFORD-LE-HOPE","THURROCK","THURROCK","A","A"
"883","{5376B385-5CE3-34C1-E053-6B04A8C09FF6}",345000,"2017-06-02 00:00","RM16 2LR","S","N","F","57","","ASHLEY GARDENS","","GRAYS","THURROCK","THURROCK","A","A"
"884","{5376B385-5CE4-34C1-E053-6B04A8C09FF6}",178888,"2017-05-25 00:00","CO15 5XH","D","N","F","39","","GRENFELL AVENUE","HOLLAND-ON-SEA","CLACTON-ON-SEA","TENDRING","ESSEX","A","A"
"885","{5376B385-5CE6-34C1-E053-6B04A8C09FF6}",340000,"2017-05-18 00:00","CM11 2XJ","S","N","F","ELMVIEW","","CRAYS HILL","","BILLERICAY","BASILDON","ESSEX","A","A"
"886","{5376B385-5CE7-34C1-E053-6B04A8C09FF6}",260000,"2017-06-05 00:00","CO15 1LR","D","N","F","8","","TRAFALGAR ROAD","","CLACTON-ON-SEA","TENDRING","ESSEX","A","A"
"887","{5376B385-5CE8-34C1-E053-6B04A8C09FF6}",157500,"2017-06-19 00:00","CM7 3BU","F","N","L","10","","HOLDEN CLOSE","","BRAINTREE","BRAINTREE","ESSEX","A","A"
"888","{5376B385-5CE9-34C1-E053-6B04A8C09FF6}",356000,"2017-06-20 00:00","CM77 7FD","T","N","F","9","","MILLERS DRIVE","GREAT NOTLEY","BRAINTREE","BRAINTREE","ESSEX","A","A"
"889","{5376B385-5CEA-34C1-E053-6B04A8C09FF6}",408000,"2017-05-26 00:00","CM17 9HL","S","N","F","118","","MALKIN DRIVE","CHURCH LANGLEY","HARLOW","HARLOW","ESSEX","A","A"
"890","{5376B385-5CEB-34C1-E053-6B04A8C09FF6}",205000,"2017-05-26 00:00","CM9 8TS","S","N","F","31","","CHURCH STREET","TOLLESHUNT DARCY","MALDON","MALDON","ESSEX","A","A"
"891","{5376B385-5CEC-34C1-E053-6B04A8C09FF6}",415000,"2017-06-16 00:00","SS6 9BS","S","N","F","35","","VERNON AVENUE","","RAYLEIGH","ROCHFORD","ESSEX","A","A"
"892","{582D0636-CE20-8F22-E053-6C04A8C01BAC}",162000,"2017-07-28 00:00","NG10 3PB","S","N","F","3","","WESTDALE CLOSE","LONG EATON","NOTTINGHAM","EREWASH","DERBYSHIRE","A","A"
"893","{582D0636-CE21-8F22-E053-6C04A8C01BAC}",84000,"2017-07-20 00:00","DE24 3DB","T","N","F","26","","FARMHOUSE ROAD","SINFIN","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"894","{582D0636-CE22-8F22-E053-6C04A8C01BAC}",180000,"2017-07-28 00:00","DE72 3NU","S","N","F","54","","WALTER STREET","DRAYCOTT","DERBY","EREWASH","DERBYSHIRE","A","A"
"895","{582D0636-CE23-8F22-E053-6C04A8C01BAC}",122000,"2017-08-11 00:00","DE73 5QL","T","N","F","22","","MILL MOOR CLOSE","CHELLASTON","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"896","{582D0636-CE24-8F22-E053-6C04A8C01BAC}",235000,"2017-08-22 00:00","DE56 2HZ","D","N","F","3","","DALE CLOSE","FRITCHLEY","BELPER","AMBER VALLEY","DERBYSHIRE","A","A"
"897","{582D0636-CE25-8F22-E053-6C04A8C01BAC}",770000,"2017-07-18 00:00","DE22 2GA","D","N","F","10","","LADYCROFT PADDOCK","ALLESTREE","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"898","{582D0636-CE26-8F22-E053-6C04A8C01BAC}",330000,"2017-08-18 00:00","S40 3LD","S","N","F","15","","SOMERSALL PARK ROAD","","CHESTERFIELD","CHESTERFIELD","DERBYSHIRE","A","A"
"899","{582D0636-CE27-8F22-E053-6C04A8C01BAC}",123000,"2017-08-03 00:00","DE24 0TQ","S","N","F","3","","TIBER CLOSE","ALVASTON","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"900","{582D0636-CE28-8F22-E053-6C04A8C01BAC}",125000,"2017-08-18 00:00","S41 8TL","S","N","F","5","","SHERBOURNE AVENUE","","CHESTERFIELD","CHESTERFIELD","DERBYSHIRE","A","A"
"901","{582D0636-CE29-8F22-E053-6C04A8C01BAC}",197000,"2017-08-04 00:00","DE22 2HB","S","N","F","12","","ELM GROVE","ALLESTREE","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"902","{582D0636-CE2A-8F22-E053-6C04A8C01BAC}",155000,"2017-08-07 00:00","DE5 3GZ","D","N","F","41","","FERRERS WAY","","RIPLEY","AMBER VALLEY","DERBYSHIRE","A","A"
"903","{582D0636-CE2B-8F22-E053-6C04A8C01BAC}",190000,"2017-07-03 00:00","DE1 2RU","T","N","F","5","","RAILWAY TERRACE","","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"904","{582D0636-CE2C-8F22-E053-6C04A8C01BAC}",233000,"2017-08-10 00:00","NG16 6RD","D","N","F","11","","WESTLAND DRIVE","PINXTON","NOTTINGHAM","BOLSOVER","DERBYSHIRE","A","A"
"905","{582D0636-CE2D-8F22-E053-6C04A8C01BAC}",165000,"2017-05-26 00:00","DE73 5SU","S","N","F","39","","STATION ROAD","CHELLASTON","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"906","{582D0636-CE2E-8F22-E053-6C04A8C01BAC}",85000,"2017-07-31 00:00","S42 7NL","T","N","F","12","","FARNDALE AVENUE","WALTON","CHESTERFIELD","CHESTERFIELD","DERBYSHIRE","A","A"
"907","{582D0636-CE2F-8F22-E053-6C04A8C01BAC}",87000,"2017-08-04 00:00","S43 1EX","S","N","F","74","","CORONATION ROAD","BRIMINGTON","CHESTERFIELD","CHESTERFIELD","DERBYSHIRE","A","A"
"908","{582D0636-CE30-8F22-E053-6C04A8C01BAC}",110500,"2017-07-25 00:00","DE22 3UP","T","N","F","78","","MAY STREET","","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"909","{582D0636-CE31-8F22-E053-6C04A8C01BAC}",163000,"2017-07-28 00:00","DE22 2QL","D","N","F","74","","BIRCHOVER WAY","ALLESTREE","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"910","{582D0636-CE32-8F22-E053-6C04A8C01BAC}",122000,"2017-07-28 00:00","DE11 0NQ","S","N","F","30","","BIRCH AVENUE","NEWHALL","SWADLINCOTE","SOUTH DERBYSHIRE","DERBYSHIRE","A","A"
"911","{582D0636-CE33-8F22-E053-6C04A8C01BAC}",215000,"2017-08-11 00:00","DE72 3BU","D","N","F","74","","STEVENS LANE","BREASTON","DERBY","EREWASH","DERBYSHIRE","A","A"
"912","{582D0636-CE34-8F22-E053-6C04A8C01BAC}",765000,"2017-07-10 00:00","DE7 6DE","D","N","F","THE LIMES","","LIME LANE","MORLEY","ILKESTON","EREWASH","DERBYSHIRE","A","A"
"913","{582D0636-CE35-8F22-E053-6C04A8C01BAC}",285000,"2017-07-13 00:00","DE24 0JS","S","N","F","134","","SHARDLOW ROAD","ALVASTON","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"914","{582D0636-CE36-8F22-E053-6C04A8C01BAC}",210000,"2017-08-08 00:00","DE6 3FF","D","N","F","2","","BEECH AVENUE","HULLAND WARD","ASHBOURNE","DERBYSHIRE DALES","DERBYSHIRE","A","A"
"915","{582D0636-CE37-8F22-E053-6C04A8C01BAC}",225000,"2017-08-18 00:00","S40 3LZ","D","N","F","158","","SOMERSALL LANE","","CHESTERFIELD","CHESTERFIELD","DERBYSHIRE","A","A"
"916","{582D0636-CE38-8F22-E053-6C04A8C01BAC}",117500,"2017-08-01 00:00","S40 3NP","T","N","F","12","","VINCENT CRESCENT","","CHESTERFIELD","CHESTERFIELD","DERBYSHIRE","A","A"
"917","{582D0636-CE39-8F22-E053-6C04A8C01BAC}",155000,"2017-08-04 00:00","DE3 0PW","S","N","F","27","","STARCROSS COURT","MICKLEOVER","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"918","{582D0636-CE3A-8F22-E053-6C04A8C01BAC}",83500,"2017-07-26 00:00","DE24 8PG","S","N","F","52","","BOOTH STREET","ALVASTON","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"919","{582D0636-D03B-8F22-E053-6C04A8C01BAC}",165000,"2017-08-11 00:00","S21 1GP","S","N","F","8","","ROWAN TREE ROAD","KILLAMARSH","SHEFFIELD","NORTH EAST DERBYSHIRE","DERBYSHIRE","A","A"
"920","{582D0636-D03C-8F22-E053-6C04A8C01BAC}",123000,"2017-08-09 00:00","S18 8PB","F","N","L","2","","SHERWOOD PLACE","DRONFIELD WOODHOUSE","DRONFIELD","NORTH EAST DERBYSHIRE","DERBYSHIRE","A","A"
"921","{582D0636-D03D-8F22-E053-6C04A8C01BAC}",220000,"2017-07-28 00:00","DE65 6ES","D","N","F","21","","COACH WAY","WILLINGTON","DERBY","SOUTH DERBYSHIRE","DERBYSHIRE","A","A"
"922","{582D0636-D03E-8F22-E053-6C04A8C01BAC}",75500,"2017-07-24 00:00","DE21 6UA","F","N","L","13","","MEATH AVENUE","CHADDESDEN","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"923","{582D0636-D03F-8F22-E053-6C04A8C01BAC}",380000,"2017-07-17 00:00","DE6 3EP","D","N","F","BEECH TREE COTTAGE","","","HULLAND VILLAGE","ASHBOURNE","DERBYSHIRE DALES","DERBYSHIRE","A","A"
"924","{582D0636-D040-8F22-E053-6C04A8C01BAC}",79000,"2017-07-31 00:00","DE75 7HQ","T","N","F","131","","BREACH ROAD","","HEANOR","AMBER VALLEY","DERBYSHIRE","A","A"
"925","{582D0636-D041-8F22-E053-6C04A8C01BAC}",78000,"2017-08-08 00:00","DE55 6LB","T","N","F","9","","WEST STREET","STONEBROOM","ALFRETON","NORTH EAST DERBYSHIRE","DERBYSHIRE","A","A"
"926","{582D0636-D042-8F22-E053-6C04A8C01BAC}",124000,"2017-06-30 00:00","NG10 5JW","T","N","F","45","","MARGARET AVENUE","SANDIACRE","NOTTINGHAM","EREWASH","DERBYSHIRE","A","A"
"927","{582D0636-D043-8F22-E053-6C04A8C01BAC}",178000,"2017-07-20 00:00","DE56 1RL","S","N","F","16","","HONEYCROFT CLOSE","","BELPER","AMBER VALLEY","DERBYSHIRE","A","A"
"928","{582D0636-D044-8F22-E053-6C04A8C01BAC}",90000,"2017-07-27 00:00","DE56 0NG","T","N","F","22","","DERBY ROAD","LOWER KILBURN","BELPER","AMBER VALLEY","DERBYSHIRE","B","A"
"929","{582D0636-D045-8F22-E053-6C04A8C01BAC}",101201,"2017-06-28 00:00","SK13 1LP","T","N","L","4","","HIGHBANK","TINTWISTLE","GLOSSOP","HIGH PEAK","DERBYSHIRE","A","A"
"930","{582D0636-D046-8F22-E053-6C04A8C01BAC}",90000,"2017-07-27 00:00","DE55 7HD","S","N","F","9","","ABBOTT ROAD","","ALFRETON","AMBER VALLEY","DERBYSHIRE","A","A"
"931","{582D0636-D047-8F22-E053-6C04A8C01BAC}",205000,"2017-07-24 00:00","DE24 0LJ","D","N","F","10","","COURTLAND GARDENS","ALVASTON","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"932","{582D0636-D048-8F22-E053-6C04A8C01BAC}",96000,"2017-08-10 00:00","SK13 8NZ","T","N","F","75","","HIGHFIELD ROAD","","GLOSSOP","HIGH PEAK","DERBYSHIRE","A","A"
"933","{582D0636-D049-8F22-E053-6C04A8C01BAC}",149950,"2017-08-04 00:00","DE56 1RL","S","N","F","10","","HONEYCROFT CLOSE","","BELPER","AMBER VALLEY","DERBYSHIRE","A","A"
"934","{582D0636-D04A-8F22-E053-6C04A8C01BAC}",251500,"2017-08-18 00:00","S41 8XB","D","N","F","36","","HOLME PARK AVENUE","","CHESTERFIELD","CHESTERFIELD","DERBYSHIRE","A","A"
"935","{582D0636-D04B-8F22-E053-6C04A8C01BAC}",275000,"2017-06-30 00:00","DE65 5GW","D","N","F","31","","NORMANDY ROAD","HILTON","DERBY","SOUTH DERBYSHIRE","DERBYSHIRE","A","A"
"936","{582D0636-D04C-8F22-E053-6C04A8C01BAC}",265000,"2017-04-25 00:00","DE6 1LS","S","N","F","THE COTTAGE","","DERBY ROAD","YELDERSLEY","ASHBOURNE","DERBYSHIRE DALES","DERBYSHIRE","A","A"
"937","{582D0636-D04D-8F22-E053-6C04A8C01BAC}",225000,"2017-07-21 00:00","DE65 5HQ","D","N","F","5","","SANDFORD BROOK","HILTON","DERBY","SOUTH DERBYSHIRE","DERBYSHIRE","A","A"
"938","{582D0636-D04E-8F22-E053-6C04A8C01BAC}",350000,"2017-07-28 00:00","DE56 1QJ","S","N","F","10","","WILDERS LEA COURT","","BELPER","AMBER VALLEY","DERBYSHIRE","A","A"
"939","{582D0636-D04F-8F22-E053-6C04A8C01BAC}",378000,"2017-07-20 00:00","DE21 5BA","D","N","F","LITTLE GABLES","","ALFRETON ROAD","COXBENCH","DERBY","AMBER VALLEY","DERBYSHIRE","A","A"
"940","{582D0636-D050-8F22-E053-6C04A8C01BAC}",262500,"2017-08-14 00:00","DE4 5DG","T","N","F","4","","BOWNS HILL","CRICH","MATLOCK","AMBER VALLEY","DERBYSHIRE","A","A"
"941","{582D0636-D051-8F22-E053-6C04A8C01BAC}",124500,"2017-07-25 00:00","DE7 9JA","T","N","F","7","","BARLING DRIVE","","ILKESTON","EREWASH","DERBYSHIRE","A","A"
"942","{582D0636-D052-8F22-E053-6C04A8C01BAC}",285000,"2017-07-28 00:00","DE75 7RD","D","N","F","8","","KINGS CLOSE","","HEANOR","AMBER VALLEY","DERBYSHIRE","A","A"
"943","{582D0636-D053-8F22-E053-6C04A8C01BAC}",144950,"2017-06-02 00:00","DE72 3FY","S","N","F","5","","BARRONS WAY","BORROWASH","DERBY","EREWASH","DERBYSHIRE","A","A"
"944","{582D0636-D054-8F22-E053-6C04A8C01BAC}",139000,"2017-08-11 00:00","DE7 9LA","S","N","F","8","","WATSON ROAD","","ILKESTON","EREWASH","DERBYSHIRE","A","A"
"945","{582D0636-D055-8F22-E053-6C04A8C01BAC}",183000,"2017-07-14 00:00","SK22 4NJ","T","N","L","26","","CHURCH ROAD","NEW MILLS","HIGH PEAK","HIGH PEAK","DERBYSHIRE","A","A"
"946","{582D0636-D056-8F22-E053-6C04A8C01BAC}",207000,"2017-08-23 00:00","DE21 2XU","D","N","F","21","","SOVEREIGN WAY","OAKWOOD","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"947","{582D0636-D057-8F22-E053-6C04A8C01BAC}",216000,"2017-07-20 00:00","DE56 1RQ","S","N","F","9","","MULBERRY CLOSE","","BELPER","AMBER VALLEY","DERBYSHIRE","A","A"
"948","{582D0636-D058-8F22-E053-6C04A8C01BAC}",330000,"2017-08-01 00:00","DE4 4FL","T","N","F","THORNTREE COTTAGES","1","CROMFORD ROAD","WIRKSWORTH","MATLOCK","DERBYSHIRE DALES","DERBYSHIRE","A","A"
"949","{582D0636-D059-8F22-E053-6C04A8C01BAC}",169000,"2017-07-28 00:00","SK13 6DB","T","N","L","2","","COPPER BEECH DRIVE","","GLOSSOP","HIGH PEAK","DERBYSHIRE","A","A"
"950","{582D0636-D05A-8F22-E053-6C04A8C01BAC}",410000,"2017-07-17 00:00","DE72 2AP","D","N","F","3","","SHIRLEY PARK","ASTON ON TRENT","DERBY","SOUTH DERBYSHIRE","DERBYSHIRE","A","A"
"951","{582D0636-D05B-8F22-E053-6C04A8C01BAC}",265000,"2017-07-20 00:00","DE56 0DX","D","N","F","20","","CHATHAM COURT","","BELPER","AMBER VALLEY","DERBYSHIRE","A","A"
"952","{582D0636-AFC7-8F22-E053-6C04A8C01BAC}",52500,"2017-06-23 00:00","CA2 4AG","T","N","L","2","","GOODWIN PLACE","","CARLISLE","CARLISLE","CUMBRIA","A","A"
"953","{582D0636-AFC8-8F22-E053-6C04A8C01BAC}",370000,"2017-06-29 00:00","LA11 7DU","S","N","F","ELLER BANK","","METHVEN ROAD","","GRANGE-OVER-SANDS","SOUTH LAKELAND","CUMBRIA","A","A"
"954","{582D0636-AFC9-8F22-E053-6C04A8C01BAC}",67000,"2017-07-07 00:00","CA17 4QL","F","N","L","BLACKBULL BARN","1","FARADAY ROAD","","KIRKBY STEPHEN","EDEN","CUMBRIA","A","A"
"955","{582D0636-AFCA-8F22-E053-6C04A8C01BAC}",230000,"2017-07-26 00:00","CA8 9HW","S","N","F","9","","ACRE CLOSE","HAYTON","BRAMPTON","CARLISLE","CUMBRIA","A","A"
"956","{582D0636-AFCB-8F22-E053-6C04A8C01BAC}",102500,"2017-08-10 00:00","CA1 3PU","S","N","F","3","","WHINSMOOR DRIVE","","CARLISLE","CARLISLE","CUMBRIA","A","A"
"957","{582D0636-AFCC-8F22-E053-6C04A8C01BAC}",400000,"2017-07-18 00:00","CA22 2SU","D","N","F","THORNHILL MANOR, 45","","THORNTREES DRIVE","THORNHILL","EGREMONT","COPELAND","CUMBRIA","A","A"
"958","{582D0636-AFCD-8F22-E053-6C04A8C01BAC}",215000,"2017-07-28 00:00","LA9 7NS","S","N","F","33","","MAYFIELD DRIVE","","KENDAL","SOUTH LAKELAND","CUMBRIA","A","A"
"959","{582D0636-AFCE-8F22-E053-6C04A8C01BAC}",72500,"2017-07-20 00:00","LA14 5TX","T","N","F","23","","ADELAIDE STREET","","BARROW-IN-FURNESS","BARROW-IN-FURNESS","CUMBRIA","A","A"
"960","{582D0636-AFCF-8F22-E053-6C04A8C01BAC}",163500,"2017-08-11 00:00","CA7 9JS","S","N","F","16","","SPRINGFIELDS","","WIGTON","ALLERDALE","CUMBRIA","A","A"
"961","{582D0636-AFD0-8F22-E053-6C04A8C01BAC}",115000,"2017-08-15 00:00","CA11 7TF","T","N","L","5","","GRISENTHWAITE YARD","","PENRITH","EDEN","CUMBRIA","A","A"
"962","{582D0636-AFD1-8F22-E053-6C04A8C01BAC}",290000,"2017-08-16 00:00","CA13 0XW","D","N","F","SUNNY BANK","","BROUGHTON PARK","GREAT BROUGHTON","COCKERMOUTH","ALLERDALE","CUMBRIA","A","A"
"963","{582D0636-AFD3-8F22-E053-6C04A8C01BAC}",124950,"2017-07-13 00:00","LA14 3UY","S","N","F","5","","BOURNE GARDENS","WALNEY","BARROW-IN-FURNESS","BARROW-IN-FURNESS","CUMBRIA","A","A"
"964","{582D0636-AFD4-8F22-E053-6C04A8C01BAC}",225000,"2017-06-28 00:00","LA5 0HU","S","N","F","31","","PLANTATION AVENUE","ARNSIDE","CARNFORTH","SOUTH LAKELAND","CUMBRIA","A","A"
"965","{582D0636-AFD5-8F22-E053-6C04A8C01BAC}",330000,"2017-07-28 00:00","CA10 2HX","D","N","F","MELKINMERE","","","HACKTHORPE","PENRITH","EDEN","CUMBRIA","A","A"
"966","{582D0636-AFD6-8F22-E053-6C04A8C01BAC}",155000,"2017-08-11 00:00","LA14 5DS","S","N","F","56","","LABURNUM CRESCENT","","BARROW-IN-FURNESS","BARROW-IN-FURNESS","CUMBRIA","A","A"
"967","{582D0636-AFD7-8F22-E053-6C04A8C01BAC}",460000,"2017-08-04 00:00","CA11 0ES","D","N","F","TORR HOUSE","","","STAINTON","PENRITH","EDEN","CUMBRIA","A","A"
"968","{582D0636-AFD8-8F22-E053-6C04A8C01BAC}",550000,"2017-06-29 00:00","LA8 8LE","D","N","F","LITTLE CRAG","","","CROOK","KENDAL","SOUTH LAKELAND","CUMBRIA","A","A"
"969","{582D0636-AFD9-8F22-E053-6C04A8C01BAC}",240000,"2017-08-18 00:00","LA15 8UJ","D","N","F","1","","RUSLAND DRIVE","","DALTON-IN-FURNESS","BARROW-IN-FURNESS","CUMBRIA","A","A"
"970","{582D0636-AFDA-8F22-E053-6C04A8C01BAC}",270000,"2017-08-07 00:00","CA6 4QG","D","N","F","CROFT HOUSE","","","BRUNSTOCK","CARLISLE","CARLISLE","CUMBRIA","A","A"
"971","{582D0636-AFDB-8F22-E053-6C04A8C01BAC}",341000,"2017-06-30 00:00","CA5 7QW","D","N","F","5","","WALK MILL","DALSTON","CARLISLE","CARLISLE","CUMBRIA","A","A"
"972","{582D0636-AFDC-8F22-E053-6C04A8C01BAC}",92000,"2017-08-16 00:00","CA22 2ET","T","N","F","25","","DENT VIEW","","EGREMONT","COPELAND","CUMBRIA","B","A"
"973","{582D0636-AFDD-8F22-E053-6C04A8C01BAC}",525000,"2017-07-25 00:00","CA11 0LE","D","N","F","TODGILL","","","MATTERDALE","PENRITH","EDEN","CUMBRIA","A","A"
"974","{582D0636-AFDE-8F22-E053-6C04A8C01BAC}",246000,"2017-08-09 00:00","CA16 6HH","D","N","F","28","","CASTLE VIEW ROAD","","APPLEBY-IN-WESTMORLAND","EDEN","CUMBRIA","A","A"
"975","{582D0636-AFDF-8F22-E053-6C04A8C01BAC}",75000,"2017-08-04 00:00","CA2 4QL","T","N","F","36","","LEABOURNE ROAD","","CARLISLE","CARLISLE","CUMBRIA","A","A"
"976","{582D0636-AFE1-8F22-E053-6C04A8C01BAC}",72000,"2017-07-26 00:00","CA2 6HS","F","N","F","39","","RASHDALL ROAD","","CARLISLE","CARLISLE","CUMBRIA","A","A"
"977","{582D0636-AFE2-8F22-E053-6C04A8C01BAC}",485000,"2017-08-08 00:00","LA7 7ET","D","N","F","GLEBELANDS","","","LEASGILL","MILNTHORPE","SOUTH LAKELAND","CUMBRIA","A","A"
"978","{582D0636-AFE3-8F22-E053-6C04A8C01BAC}",352500,"2017-07-26 00:00","LA10 5LZ","D","N","F","THE BUNGALOW","","","CAUTLEY","SEDBERGH","SOUTH LAKELAND","CUMBRIA","A","A"
"979","{582D0636-AFE4-8F22-E053-6C04A8C01BAC}",137500,"2017-07-12 00:00","CA11 8GY","T","N","F","146","","PATEGILL ROAD","","PENRITH","EDEN","CUMBRIA","A","A"
"980","{582D0636-AFE5-8F22-E053-6C04A8C01BAC}",60000,"2017-07-28 00:00","CA2 7DY","T","N","F","65","","DALTON AVENUE","","CARLISLE","CARLISLE","CUMBRIA","A","A"
"981","{582D0636-AFE6-8F22-E053-6C04A8C01BAC}",140000,"2017-08-18 00:00","CA1 3HD","S","N","F","7","","MALLYCLOSE DRIVE","","CARLISLE","CARLISLE","CUMBRIA","A","A"
"982","{582D0636-AFE7-8F22-E053-6C04A8C01BAC}",80500,"2017-08-11 00:00","LA12 7DT","F","N","L","5","","LEATHER LANE","","ULVERSTON","SOUTH LAKELAND","CUMBRIA","A","A"
"983","{582D0636-AFE8-8F22-E053-6C04A8C01BAC}",94950,"2017-08-04 00:00","LA14 3XA","S","N","F","1","","ROTHER GREEN","WALNEY","BARROW-IN-FURNESS","BARROW-IN-FURNESS","CUMBRIA","A","A"
"984","{582D0636-AFE9-8F22-E053-6C04A8C01BAC}",80000,"2017-08-01 00:00","LA13 9TA","T","N","F","7","","GATESHEAD STREET","","BARROW-IN-FURNESS","BARROW-IN-FURNESS","CUMBRIA","A","A"
"985","{582D0636-B207-8F22-E053-6C04A8C01BAC}",155000,"2017-07-14 00:00","CA3 9LG","S","N","F","45","","ETTERBY LEA CRESCENT","","CARLISLE","CARLISLE","CUMBRIA","A","A"
"986","{582D0636-B208-8F22-E053-6C04A8C01BAC}",500000,"2017-07-28 00:00","LA23 2ND","D","N","F","59","","WINDERMERE PARK","","WINDERMERE","SOUTH LAKELAND","CUMBRIA","A","A"
"987","{582D0636-B20A-8F22-E053-6C04A8C01BAC}",187000,"2017-03-27 00:00","CA28 6XB","D","N","F","23","","CARLTON DRIVE","","WHITEHAVEN","COPELAND","CUMBRIA","A","A"
"988","{582D0636-B20B-8F22-E053-6C04A8C01BAC}",200000,"2017-07-14 00:00","LA9 6AT","S","N","F","22","","CASTLE GREEN CLOSE","","KENDAL","SOUTH LAKELAND","CUMBRIA","A","A"
"989","{582D0636-B20D-8F22-E053-6C04A8C01BAC}",159000,"2017-07-14 00:00","CA4 8ER","D","N","F","STONETHWAITE","","","CUMWHINTON","CARLISLE","CARLISLE","CUMBRIA","A","A"
"990","{582D0636-B20E-8F22-E053-6C04A8C01BAC}",305000,"2017-07-28 00:00","LA13 9JW","D","N","F","20","","INFIELD GARDENS","","BARROW-IN-FURNESS","BARROW-IN-FURNESS","CUMBRIA","A","A"
"991","{582D0636-B20F-8F22-E053-6C04A8C01BAC}",110000,"2017-07-28 00:00","CA28 9EL","S","N","F","16","","THWAITEVILLE","","WHITEHAVEN","COPELAND","CUMBRIA","A","A"
"992","{582D0636-B210-8F22-E053-6C04A8C01BAC}",190000,"2017-08-01 00:00","LA14 4ET","S","N","F","70","","PORTLAND CRESCENT","","BARROW-IN-FURNESS","BARROW-IN-FURNESS","CUMBRIA","A","A"
"993","{582D0636-B211-8F22-E053-6C04A8C01BAC}",125000,"2017-08-01 00:00","LA12 7JY","T","N","F","64","","SUNDERLAND TERRACE","","ULVERSTON","SOUTH LAKELAND","CUMBRIA","A","A"
"994","{50F18103-731F-9FD5-E050-A8C063054923}",1068650,"2017-05-18 00:00","SE26 6SS","T","N","F","WOODSYRE","17","SYDENHAM HILL","","LONDON","SOUTHWARK","GREATER LONDON","A","A"
"995","{50F18103-7320-9FD5-E050-A8C063054923}",1200000,"2017-05-17 00:00","SW19 7HD","T","N","F","7","","PINE GROVE","","LONDON","MERTON","GREATER LONDON","A","A"
"996","{50F18103-751B-9FD5-E050-A8C063054923}",426000,"2017-04-19 00:00","SE25 4LZ","T","N","F","54","","WESTGATE ROAD","","LONDON","CROYDON","GREATER LONDON","A","A"
"997","{50F18103-751C-9FD5-E050-A8C063054923}",405000,"2017-05-22 00:00","DA16 1SD","S","N","F","59","","LEWIS ROAD","","WELLING","BEXLEY","GREATER LONDON","A","A"
"998","{50F18103-751D-9FD5-E050-A8C063054923}",397500,"2017-04-13 00:00","SM1 3SA","T","N","F","184","","BENHILL ROAD","","SUTTON","SUTTON","GREATER LONDON","A","A"
"999","{50F18103-751E-9FD5-E050-A8C063054923}",450000,"2017-03-29 00:00","BR7 6JR","T","N","F","77","","IMPERIAL WAY","","CHISLEHURST","BROMLEY","GREATER LONDON","A","A"
"1000","{50F18103-751F-9FD5-E050-A8C063054923}",230000,"2017-04-28 00:00","SW15 3QE","F","N","L","103A","","ROBIN HOOD WAY","","LONDON","KINGSTON UPON THAMES","GREATER LONDON","A","A"
